"SubjectID" "ActivityCode" "ActivityDescription" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAccMag-mean()" "tGravityAccMag-std()"
"35" 6 5 "STANDING" -0.98694517 NA NA -0.96176251 NA NA -0.99396981 -0.9576921 -0.95845893 -0.9821585 -0.899482415 -0.86979913 -0.98812815 -0.99369272 -0.96007918 -0.99096193 -0.9455335 -0.66457957 -0.967873675 NA NA -0.82900978 -0.98020649 -0.97406221 -0.89872366 -0.93970599 NA -0.87069396 -0.99230058 NA -0.86336115 NA -0.978856655 -0.9753997 -0.97831176 -0.97532176 -0.97089695 -0.94705621 NA NA NA -0.920086805 -0.96785685 NA -0.96630518 -0.95326595 NA -0.96770646 -0.94471775 -0.9438183 NA NA NA NA NA NA NA NA NA NA -0.973356076666667 NA -0.97226909 -0.97516921 NA NA
"36" 6 6 "LAYING" -0.98044127 -0.98288096 -0.98211798 -0.98370669 -0.98833686 -0.97225179 -0.97429924 -0.98499841 -0.98270394 -0.97291184 NA -0.93491593 NA NA NA -0.97300657 -0.97308114 -0.97591266 NA -0.96669263 -0.79247132 -0.78889061 -0.84825334 NA NA NA NA NA NA -0.93047227 -0.95776854 -0.94800417 NA NA NA NA NA NA -0.93503145 -0.956265445 -0.97027553 -0.98497664 NA NA NA -0.93251233 -0.956383076666667 -0.97711135 -0.95048134 NA NA -0.82982302 NA -0.97166657 -0.963515715 -0.965366973333333 -0.975870905 -0.912368625 -0.97435396 -0.97691571 -0.98130445 -0.9896536 -0.97607941 -0.96219547 NA NA
"37" 7 1 "WALKING" -0.43451943 -0.2710107 -0.26892391 -0.20004796 -0.01902335 0.07440017 -0.16701254 -0.22757633 -0.28054177 -0.35062792 -0.070963882 0.031145505 -0.15776597 -0.11405982 -0.14391668 -0.19530661 -0.21952433 -0.13845967 -0.25372739 -0.34463564 -0.07520771 -0.16629561 -0.24061181 -0.26878596 -0.25580757 -0.24039644 -0.21441414 -0.25161024 -0.32363187 -0.056575237 0.18404095 0.20814326 0.104190025 0.16185803 -0.0079900547 -0.0013973046 0.26078539 0.18493596 NA NA NA NA 0.091004371 -0.049548939 0.068426616 NA NA NA NA NA NA NA NA NA NA -0.72161369 NA NA 0.0935456825 0.1553915 0.18250691 0.0825419585 -0.0478531175 -0.028598135 NA NA
"38" 7 2 "WALKING_UPSTAIRS" NA -0.73081646 NA NA NA -0.65677927 NA NA NA -0.70930764 -0.68444379 -0.672292745 NA NA -0.78360902 NA -0.74890393 NA NA -0.671789765 NA NA NA NA -0.67957491 -0.65664896 -0.67944324 -0.62482611 -0.722608415 -0.71182048 NA NA -0.677937695 -0.63561478 -0.66300749 -0.673655353333333 -0.72253395 NA -0.75657448 NA -0.77259746 -0.721640275 -0.66790825 -0.73003883 NA NA NA NA NA -0.69729501 -0.7717603 -0.710411665 -0.70652053 -0.749099615 -0.74829781 -0.71605244 -0.72522311 -0.72825747 -0.60957815 NA NA NA -0.72563337 NA -0.7067253 -0.75900512
"39" 7 3 "WALKING_DOWNSTAIRS" NA NA -0.49358936 NA NA -0.13139213 NA NA -0.400895432 -0.0600290835 NA -0.56948573 -0.43562761 -0.57699263 NA NA -0.52993061 NA NA NA -0.62206141 NA NA NA -0.33796266 -0.40618943 -0.36588203 -0.37198475 NA NA -0.32058387 NA -0.42260678 NA -0.52733284 -0.43692649 NA NA -0.44454654 -0.21668014 -0.31341964 NA NA NA NA -0.47357057 -0.30129466 -0.10316837 -0.25865218495 NA NA -0.41519144 -0.51652127 NA NA -0.285628832 -0.18232301 NA NA -0.5775349 NA -0.2103265 -0.255154863333333 -0.44606653 -0.21536362 0.024332964
"40" 7 4 "SITTING" NA -0.969134485 -0.9731255 -0.9838737 -0.99305632 -0.99751215 -0.978466185 -0.987680775 -0.993867335 NA NA NA -0.96476793 -0.9947169 -0.99709778 -0.93339509 -0.99661478 NA -0.99642035 -0.965108596666667 -0.95192617 -0.91990133 -0.9969589 NA -0.97300338 NA NA NA NA -0.99671746 -0.97072303 -0.95789462 NA NA NA -0.96075776 NA NA NA NA NA NA NA -0.99656134 NA -0.98719781 NA NA NA -0.9988194 NA -0.92319704 -0.90662306 -0.99598933 -0.995881 NA -0.94361715 -0.98695133 NA NA NA NA -0.99642222 -0.98914179 -0.9966977 NA
"41" 7 5 "STANDING" NA NA NA -0.962014445 NA NA -0.99449167 NA NA -0.98550962 NA NA NA -0.97047198 -0.90711166 -0.946222683333333 -0.987135315 -0.98540296 -0.98565634 -0.97587022 -0.96784318 NA NA NA -0.9937205 NA -0.97728712 -0.99673552 -0.99644537 -0.99260278 -0.99654313 -0.99316004 NA NA NA -0.97369156 -0.970847615 NA -0.99718465 -0.99431444 -0.924502305 -0.98540046 NA NA NA NA -0.995572003333333 -0.98163561 -0.95095197 -0.9690115 -0.975470993333333 NA -0.94458048 NA -0.86662233 NA -0.9793967 NA NA NA NA NA -0.976593005 -0.98645357 NA -0.95507367
"42" 7 6 "LAYING" -0.99031206 -0.99522364 NA -0.95700002 NA -0.89980946 NA NA NA NA -0.99092894 NA -0.99409564 -0.99338433 -0.90293615 -0.99000863 -0.9909516 -0.98944209 -0.990900135 -0.976185745 -0.99584908 -0.99571155 -0.99465055 -0.9928783 -0.9930652 -0.99387457 -0.9896863 -0.99305143 -0.97015733 -0.96092051 -0.96753854 -0.96870871 -0.99496158 -0.99113952 -0.64537759 -0.97878631 -0.98394984 -0.98578198 NA NA NA NA -0.98950047 -0.99319892 -0.98962047 -0.98459452 -0.958486375 -0.98945063 -0.98218053 -0.99286228 -0.9911728 NA NA NA NA NA NA -0.88650485 -0.94036044 -0.99201402 NA NA NA NA NA -0.92396547
"43" 8 1 "WALKING" NA -0.64970745 -0.68202038 -0.581701723333333 -0.56036899 NA NA NA NA NA NA NA NA NA NA NA -0.59647104 -0.618043155 -0.46796778 -0.53513524 -0.56408152 NA NA -0.66257637 NA NA -0.613052265 -0.65009775 -0.64390541 -0.56749272 -0.60225609 -0.60031921 NA -0.514854975 -0.561126145 -0.58551685 NA NA NA NA -0.55724805 -0.57710792 NA NA NA NA NA -0.66365407 -0.62603614 -0.648838165 -0.51516112 -0.5751271 -0.6375679 -0.55033455 -0.59344051 NA NA NA -0.55709787 -0.48708722 -0.38795023 -0.552944 -0.53797534 -0.52444076 NA NA
"44" 8 2 "WALKING_UPSTAIRS" NA -0.50250276 NA NA NA NA NA -0.51813417 NA NA NA -0.60904177 NA NA -0.52591777 -0.62915278 -0.52442498 NA NA -0.53939272 NA -0.62797397 -0.556171445 -0.65961886 NA -0.58281874 -0.53511607 NA NA NA NA -0.5755119 -0.54940255 -0.69480185 NA -0.46118898 NA -0.49759744 -0.61001936 -0.56057167 NA -0.6033378 NA -0.68535202 -0.45019511 -0.55949049 -0.565656705 NA -0.61904033 NA -0.68503449 -0.63177357 -0.45985122 NA NA -0.57167855 -0.61872676 -0.55361402 -0.58865009 NA -0.47582779 NA NA NA -0.60961644 NA
"45" 8 3 "WALKING_DOWNSTAIRS" NA NA NA NA NA NA -0.3311199 NA NA -0.22083806 NA NA -0.24393696 NA NA -0.11486439 -0.317274575 NA -0.24909881 -0.22799001 -0.373856455 -0.293165855 NA -0.3500238 NA NA NA -0.3203986 NA NA NA -0.319869855 -0.41241713 NA -0.37858856 NA -0.16951677 NA NA NA -0.41889087 -0.128510945 -0.22102199 NA NA -0.27062382 -0.42556738 NA -0.31394732 -0.320811155 -0.31435339 -0.035995816 -0.2239851245 NA -0.35871807 -0.14243901 -0.19980298 -0.029797075 0.16448591 NA NA NA NA NA NA -0.45299713
"46" 8 4 "SITTING" NA NA NA NA -0.945581745 -0.99632 -0.97265864 -0.99685748 -0.99558595 NA NA NA -0.99767331 NA -0.996635166666667 -0.99551677 NA NA NA NA -0.98407682 -0.967516325 -0.91121954 -0.98111484 NA NA NA NA -0.99794615 -0.998540175 -0.997382155 -1 -0.99743192 NA -0.99701306 NA NA NA NA -0.9969559 -0.93604996 NA -0.9614495 NA -0.96364414 -0.96563673 -0.9864045 -0.996865795 -0.99797572 -0.99880037 NA -0.9985861 NA -0.99754248 NA NA -0.99844111 -0.99581514 -0.994312585 NA -0.993832855 NA NA -0.99675038 NA NA
"47" 8 5 "STANDING" NA NA -0.98862662 -0.99324899 -0.99770067 -0.95239047 -0.99704058 -0.99856728 -0.99781606 -0.83664692 -0.90634263 -0.906283185 -0.98998244 NA -0.99282632 -0.9915874 NA NA -0.98606348 -0.99567637 -0.99744398 -0.99817467 NA NA -0.99765487 NA -0.98495545 NA -0.99704113 -0.99656522 -0.99013844 NA -0.90777291 -0.994964223333333 NA -0.9990192 NA NA -0.99947452 -0.99764024 NA NA -0.99833967 -0.998869975 -0.99742692 -0.97580323 -0.97754447 -0.959214755 -0.97063125 -0.97007183 NA -0.99633743 NA NA NA -0.99673148 NA -0.99897546 -0.98614386 NA NA -0.99039034 -0.99743225 -0.9970658 -0.99836859 -0.9989568
"48" 8 6 "LAYING" NA -0.99571666 NA -0.97158778 NA -0.93262289 -0.972468275 -0.97413183 -0.99743697 -0.995877955 -0.99523075 -0.99432078 -0.99456431 -0.99610217 NA NA NA NA NA NA NA NA -0.99817628 NA NA NA NA -0.99484524 NA NA -0.91956341 -0.99515275 -0.98832978 -0.99202131 -0.99210582 -0.99234458 -0.995060845 -0.944233133333333 -0.940810546666667 -0.96097652 NA -0.99684989 -0.98978679 -0.99368078 -0.99358717 -0.9943801 -0.89847477 -0.98941138 -0.99379967 -0.99625551 -0.86834224 -0.87965219 -0.99428484 -0.92632485 NA NA NA NA NA NA -0.99416415 -0.99605142 NA NA NA -0.99605022
"49" 9 1 "WALKING" -0.71468693 -0.71711282 -0.69731311 -0.6787471 -0.65347772 -0.62331948 -0.59095054 -0.68761043 -0.74456888 -0.74112896 -0.73968143 NA NA NA NA NA -0.68490466 -0.7318766 -0.67604227 -0.65995546 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA -0.5732605 -0.48737567 -0.4950459 -0.70479101 -0.75416277 -0.51452051 -0.63120015 -0.54939841 -0.64357051 -0.64675351 -0.55418613 -0.49082673 -0.551861336666667 -0.534648965 -0.57523769 -0.57522408 -0.52210094 -0.52727829 -0.45594224 -0.723394075 -0.679252825 -0.79421138 -0.74162915 NA NA NA NA NA NA -0.60762616 -0.56040821
"50" 9 2 "WALKING_UPSTAIRS" -0.86728415 -0.85206268 NA NA -0.76880209 -0.83152872 -0.8564318 -0.85337315 NA NA NA -0.79116387 NA -0.707269145 -0.72656986 -0.73679601 NA -0.83522657 -0.8381145 -0.79474515 -0.80236602 NA NA NA -0.75411929 -0.78746124 NA NA NA -0.78655048 NA -0.72745501 NA -0.81297714 NA NA NA NA -0.66618227 -0.71442795 NA NA -0.79352541 NA NA NA -0.76204015 -0.83470712 NA -0.78573749 -0.788817786666667 -0.78885106 -0.75231952 -0.74783783 -0.8042559225 -0.79964661 -0.75891928 -0.72631402 -0.79283778 -0.82711899 NA -0.81675394 -0.77804409 NA NA -0.85394387
"51" 9 3 "WALKING_DOWNSTAIRS" -0.41917903 -0.64684501 -0.55632111 -0.62328819 NA -0.69157899 -0.48974682 -0.46674241 -0.646768035 NA NA -0.16369168 -0.22460458 -0.31613904 NA NA NA NA -0.59257273 NA -0.327621 -0.44750089 -0.38645823 -0.2734934 -0.5140693 -0.386756755 -0.51635628 -0.33918128 NA NA NA -0.46630301 -0.78614442 NA NA NA -0.53396059 NA -0.477933725 -0.39058111 NA -0.52443749 NA NA NA NA NA NA NA NA NA NA -0.67542967 NA NA -0.655611105 -0.50341342 -0.70244608 -0.20712268 NA NA NA NA NA -0.49555133 -0.46444244
"52" 9 4 "SITTING" -0.97088305 NA NA NA NA -0.94666226 -0.9897408 -0.97068256 NA NA NA NA NA -0.96186504 -0.99579368 -0.932752316666667 -0.985777 -0.959631005 -0.97708483 -0.98484631 -0.957461125 -0.95656293 NA NA -0.99560536 NA NA NA NA NA -0.98141252 -0.92465106 -0.98493245 -0.9209789 -0.98871767 NA -0.96563189 NA -0.981847 -0.97493831 NA -0.99899774 -0.97463842 -0.890885265 -0.981108686666667 NA NA -0.97261676 -0.98489456 NA -0.99736845 -0.947191775 -0.99575302 NA NA -0.89390482 -0.989041825 NA -0.97680236 NA NA NA -0.99344025 NA NA -0.91945788
"53" 9 5 "STANDING" NA -0.84632554 NA NA -0.97951766 -0.98531786 -0.987134965 NA -0.96367355 -0.98883061 -0.97904735 NA NA NA -0.992319315 -0.84644616 NA NA -0.874764025 -0.96914363 -0.99067118 -0.99336963 NA NA NA NA -0.99149756 -0.92872734 -0.95689441 -0.98172617 -0.98534779 -0.98082268 NA NA -0.98155183 NA -0.93985762 -0.9076849 NA NA -0.969069845 -0.92441117 NA NA NA NA NA -0.98171677 NA NA NA NA -0.98551186 -0.92607644 -0.996214365 NA NA -0.9941809 NA -0.99228142 NA -0.97898073 NA -0.987396255 -0.96632038 -0.97339201
"54" 9 6 "LAYING" -0.91292243 NA NA -0.99079463 -0.97137374 -0.97203833 -0.9945972 -0.99517963 -0.99307654 -0.9278229 -0.95695344 -0.98250548 -0.93067957 -0.97283892 -0.88157376 -0.87640683 NA NA -0.98230831 -0.99415 -0.994508225 -0.99458687 -0.91817833 NA NA NA NA NA -0.99025609 -0.88155098 -0.89107109 -0.95638364 NA NA NA NA -0.88634693 -0.97343683 NA NA -0.98276797 NA -0.97456339 -0.96317562 -0.94935309 -0.87332562 -0.87665265 -0.95498886 -0.96929072 -0.98145245 -0.99413014 -0.98743798 -0.962096693333333 -0.99204764 -0.91758769 -0.91527774 NA NA -0.9686775 -0.99123317 NA -0.86030783 -0.86548862 -0.98998173 -0.94806046 NA
"55" 10 1 "WALKING" -0.53577854 -0.49278617 NA NA NA -0.54949162 NA NA NA NA NA NA -0.47836148 -0.39214679 -0.42517791 -0.38508969 -0.5352885 NA -0.35530004 -0.48216459 NA NA NA NA -0.51274823 NA NA NA -0.55450453 -0.51285603 -0.59846451 -0.59859324 NA NA NA -0.56848305 NA NA -0.45797956 -0.5783456 -0.444885415 -0.32616834 NA NA -0.52031299 -0.5169566 -0.59915964 -0.542597655 -0.521633016666667 -0.474518045 -0.570512245 -0.498832835 -0.504465725 -0.5344944 -0.59039213 -0.5978857 -0.52372951 -0.4875307 -0.63344061 -0.61554355 -0.5886421 -0.59323736 -0.62291874 NA -0.37381884 -0.41472499
"56" 10 2 "WALKING_UPSTAIRS" NA NA NA NA -0.64167524 NA -0.63112671 NA NA -0.63543638 NA NA NA -0.5980101 NA NA -0.76055314 NA -0.67771224 -0.68286829 NA NA -0.67857324 -0.62398759 NA NA -0.59953841 NA NA NA NA -0.69883472 -0.74867397 -0.67627248 -0.65835589 -0.711682415 NA -0.68155743 -0.66640216 -0.62629792 -0.56239348 NA -0.76913004 -0.72550326 -0.73971622 NA -0.6084391 NA NA -0.658948135 NA -0.5617886 -0.660665755 -0.58209881 NA -0.65925966 -0.70596114 -0.757725 -0.64914002 NA -0.76561059 NA -0.75610164 -0.7375036 NA -0.7348105
"57" 10 3 "WALKING_DOWNSTAIRS" NA NA -0.54921986 -0.64288248 -0.61066111 -0.69870354 -0.595438575 NA NA NA NA NA NA NA NA -0.569880065 NA NA -0.58366968 -0.50407666 -0.60846081 NA -0.33940959 -0.37779489 -0.6776285 -0.65707592 NA NA NA -0.4678845 -0.554989716666667 -0.63100343 NA -0.45993669 -0.35346312 -0.38926655 NA -0.54221894 NA NA NA NA -0.39058305 NA -0.53051649 NA NA NA NA -0.4896207 -0.60301386 -0.51102673 -0.621408505 NA NA -0.5612758 -0.67786348 NA NA NA NA NA NA -0.47929298 NA NA
"58" 10 4 "SITTING" NA NA NA -0.98941032 -0.99781507 NA NA -0.995794 -0.99590036 -0.99658252 NA NA -0.94614227 -0.95212004 -0.99616554 NA NA -0.99949132 NA NA -0.99418361 -0.99874958 -0.93280859 -0.99940032 -0.99695857 -0.99062085 NA -0.9956907 -0.988749085 -0.998566345 -0.9981965 -0.99684144 -0.97732664 -0.99841564 -0.99814142 -0.9951997 -0.99925945 -0.99722652 -0.99868589 -0.99807344 NA -0.97181226 -0.9980935 -0.99831285 -0.998985145 NA -0.99903462 NA NA -0.99835648 -0.99962867 -0.9947347 -0.99927599 NA -0.99869846 -0.99051237 NA NA -0.95079171 NA -0.99788488 -0.99897046 -0.99684263 NA -0.99764361 NA
"59" 10 5 "STANDING" NA NA -0.98649317 -0.952725125 -0.974733455 NA -0.9228197 NA -0.954355355 -0.99630741 -0.9964535 -0.98988571 -0.98769295 NA NA -0.90922407 NA -0.92736706 NA NA -0.98574581 -0.98480314 -0.97232638 -0.98569034 -0.86218751 -0.98935687 NA -0.98962107 -0.99100339 -0.98496153 -0.9961817 -0.9973005 NA NA -0.98602159 -0.99105336 -0.9839183 -0.98450207 NA NA -0.98466745 -0.98486823 -0.9160511 NA -0.96280173 -0.85227569 NA NA NA -0.98121948 -0.945327025 NA NA -0.96494515 NA NA NA NA -0.96360885 NA -0.96282764 NA NA NA NA -0.91309475
"60" 10 6 "LAYING" -0.97546794 -0.95110558 -0.95237899 -0.9713851 -0.97192403 -0.88092258 NA NA NA NA NA NA -0.97954656 -0.981640805 -0.97558431 -0.95629505 NA NA NA NA NA NA NA NA -0.9591183 -0.982907245 NA -0.97451515 -0.97560982 -0.97285221 -0.97373719 -0.97971157 -0.98744209 NA NA NA NA NA -0.982805706666667 -0.926856036666667 -0.976823093333333 -0.983412195 NA NA -0.99265652 -0.96061161 -0.96160275 NA NA NA NA -0.73495659 -0.96031886 -0.98616363 -0.960476945 -0.98307241 -0.981537945 -0.962617265 -0.97298194 -0.78425749 -0.88035927 -0.96284448 -0.99803406 NA -0.984213215 -0.982199926666667
"61" 11 1 "WALKING" -0.77766736 NA -0.75898716 NA NA -0.68933446 NA NA NA NA NA -0.81263409 -0.79974972 -0.732666785 -0.771654055 -0.780135465 NA -0.80168445 -0.75168339 -0.753579 -0.82028973 -0.80017298 -0.80643279 -0.80815973 -0.80918623 -0.82738576 -0.80708587 -0.786772315 -0.758926825 -0.766842003333333 -0.73980562 -0.78190805 -0.7155061 -0.75368622 NA NA NA NA NA NA NA -0.76569555 NA -0.80293596 NA NA NA NA -0.77286773 -0.764785815 -0.75895622 NA -0.73913726 NA -0.794179465 -0.78680949 -0.76780581 -0.740764295 -0.73952512 -0.73143702 -0.73771632 -0.785894465 -0.79987248 -0.81512057 -0.8097215 -0.80795737
"62" 11 2 "WALKING_UPSTAIRS" -0.79191479 -0.836150715 -0.82968753 -0.83781689 -0.84446488 NA NA NA -0.86883421 -0.85286791 -0.83863257 -0.82830129 -0.82642829 -0.83293122 -0.81492713 -0.79621277 -0.823285625 -0.8758234 NA NA -0.8198721 -0.8444963 -0.796614845 -0.82037838 -0.835065103333333 -0.83878283 -0.80195727 -0.82304308 NA NA -0.83133082 NA NA -0.734118375 -0.82881083 -0.809404456666667 -0.761553613333333 -0.83001144 NA NA NA NA -0.8370771 NA NA -0.87156218 NA -0.82239336 -0.81369343 NA NA -0.84177431 NA NA NA NA NA NA NA NA -0.83203428 NA NA -0.83872894 NA -0.81993877
"63" 11 3 "WALKING_DOWNSTAIRS" -0.71791138 NA NA NA -0.66646781 -0.69171826 NA -0.70057039 -0.74883032 -0.6939334 -0.70861495 NA -0.73883766 -0.73125104 -0.69818333 -0.71460804 NA -0.7117301 -0.70723399 -0.5953068 NA NA NA NA NA -0.80511405 -0.74311217 -0.71984183 NA NA -0.77862612 -0.73851721 NA NA NA NA NA -0.7629708 NA NA NA -0.693286085 -0.69168287 -0.75322455 NA -0.73285698 -0.74479507 -0.723273905 -0.735494806666667 -0.634300185 -0.62499427 NA NA NA NA NA NA -0.73173423 NA -0.70352418 NA NA NA NA -0.76270721 NA
"64" 11 4 "SITTING" -0.97980448 NA -0.95673599 -0.99309644 -0.98028647 -0.97936497 NA -0.9981672 -0.989505745 NA -0.979233395 -0.987590655 NA NA NA NA NA -0.975563615 NA NA -0.979144915 NA -0.997099005 -0.99690243 NA -0.99848902 -0.992446405 -0.99205295 -0.95503628 NA NA NA NA NA -0.99398465 -0.99698289 NA -0.99376396 NA -0.99836544 NA NA -0.99929049 NA NA NA -0.95254796 -0.95867925 NA NA -0.98244805 -0.99436968 NA NA -0.975095616666667 -0.97981876 -0.988742393333333 -0.99839779 NA -0.99783816 NA -0.99881765 NA NA -0.99327493 -0.98047998
"65" 11 5 "STANDING" NA NA NA NA NA NA -0.99064645 -0.99187548 -0.99424138 NA -0.99812631 NA -0.99748653 NA NA -0.99847524 NA NA NA NA -0.93480465 NA NA -0.99619617 -0.98740479 -0.99399636 NA NA -0.99678465 NA -0.992390055 NA -0.996365916666667 -0.99042609 -0.994917835 -0.99658488 -0.994652355 NA -0.97722897 NA NA -0.95643171 -0.99840864 -0.99543497 -0.99602351 NA NA NA NA -0.98465607 -0.99741471 -0.99875687 -0.99822302 -0.99556868 -0.995650245 NA -0.99343549 NA -0.99561743 NA -0.99930843 -0.99199083 -0.99655851 -0.990087 -0.99708379 -0.99393509
"66" 11 6 "LAYING" -0.99914856 -0.9994633 -0.99909574 NA NA NA NA NA -0.99916006 -0.9993284 -0.998886575 -0.99885614 -0.98948619 -0.99847615 -0.99884085 NA -0.98945224 -0.99736285 -0.77477976 -0.90167808 -0.99891588 NA -0.99910643 -0.90866993 NA -0.98936966 -0.9951133 -0.99462764 -0.98984164 -0.99030975 -0.99865938 -0.99652127 -0.98855506 -0.98003264 -0.9935579 -0.99216276 -0.99868862 -0.9984442 -0.955567945 -0.99843324 NA NA -0.9983403 -0.99848072 -0.99817804 -0.99897093 -0.99936257 NA -0.99848322 NA NA NA NA NA -0.99538117 NA -0.99872133 -0.99925146 -0.99167122 -0.99207567 -0.98026421 -0.95890535 -0.97214155 -0.94179083 -0.99921828 -0.96286063
"67" 12 1 "WALKING" -0.47002 -0.50270643 -0.57834797 -0.54330757 -0.52846197 -0.61581476 -0.63030713 -0.5018223 -0.45634151 -0.42427722 -0.43873574 -0.50514286 -0.53695275 -0.53157029 -0.56968603 -0.54487063 -0.37359322 -0.49301672 -0.43997979 -0.3483886 NA -0.56620589 NA NA NA NA -0.47967019 -0.54640991 -0.65460966 -0.65430994 -0.58453664 -0.536263705 -0.63992831 -0.66502953 -0.61653434 -0.609576305 NA NA NA NA NA -0.71677735 NA NA NA NA NA NA NA NA NA NA NA NA NA -0.44044051 NA NA -0.66771074 -0.646288055 -0.608619455 -0.605963965 -0.62184627 -0.635555695 NA NA
"68" 12 2 "WALKING_UPSTAIRS" -0.733425695 -0.733508845 -0.75338249 -0.6951125 -0.6853527 NA -0.65791382 -0.67924052 NA NA NA NA NA NA -0.73693873 -0.75554118 NA -0.64620542 NA NA -0.71403763 -0.71375415 -0.72968013 -0.7754853 NA NA -0.64210125 NA NA -0.78069282 -0.728578603333333 -0.80197218 -0.78152277 NA -0.73629211 -0.772812895 -0.76071026 -0.73399449 -0.69813524 -0.74399539 NA -0.85166908 -0.83725334 -0.74511996 NA -0.811279805 -0.77350994 -0.75161277 -0.74906689 -0.7022635 -0.77166753 -0.63777318 NA -0.66613728 NA -0.66637393 NA NA -0.72839501 NA NA -0.662141365 NA NA -0.74458062 -0.72703802
"69" 12 3 "WALKING_DOWNSTAIRS" NA NA -0.70143185 NA NA NA NA NA NA NA NA NA NA NA -0.567195883333333 -0.49770723 -0.52497997 NA NA -0.63950354 NA -0.40596152 -0.73855407 -0.63983226 NA -0.62162655 -0.46557598 NA NA NA -0.61604093 -0.35522896 -0.50536415 -0.517278955 -0.458251665 NA -0.63760863 NA NA -0.35525669 -0.69464515 NA -0.63307816 -0.59611098 NA NA -0.62819432 NA -0.26104496 -0.50358385 -0.33202564 NA NA -0.43456964 -0.68027145 NA -0.361612895 NA -0.457895255 -0.43313707 NA NA 0.26488998 -0.249119313333333 NA NA
"70" 12 4 "SITTING" -0.98972028 -0.976824273333333 NA -0.988313255 -0.98496964 -0.98909244 -0.9627857 -0.9416205 -0.9762446225 -0.977184376666667 -0.98068447 -0.9740369 -0.99408182 -0.98985237 -0.964238875 NA NA -0.98918666 NA NA NA NA NA NA NA -0.98924817 NA -0.98010994 -0.96285177 -0.98630431 NA NA NA NA NA NA -0.95322636 NA NA NA -0.984805285 -0.98934449 NA NA NA -0.98107418 NA NA NA NA -0.95191376 -0.97059529 -0.972607495 -0.98372148 -0.99276212 -0.96604574 NA NA -0.98814824 NA -0.99330642 NA NA NA -0.98234193 -0.995211
"71" 12 5 "STANDING" -0.973629715 -0.96169588 -0.94306006 NA NA NA NA NA NA -0.97609364 NA NA NA NA NA -0.66588363 NA -0.99446649 NA -0.89645242 NA -0.90722817 -0.974296855 -0.97251596 -0.9687893 NA NA -0.97303745 -0.99467986 NA NA -0.965324 NA -0.97788818 -0.94346813 -0.975951295 -0.90902763 NA -0.98541519 NA -0.99132554 NA NA NA -0.99500825 -0.99249411 -0.99024442 -0.98878178 -0.93229077 -0.99127918 -0.975409885 -0.989786815 -0.99655555 -0.99125553 -0.981076755 -0.980319713333333 NA -0.96735575 -0.98789423 -0.99632373 -0.99605693 -0.99583962 -0.80569816 NA -0.96028625 -0.967084785
